const,primaryTitle,startYear,genres
tt0046620,The Marriage,1954,Comedy
tt0046621,The Mask,1954,"Crime,Drama"
tt0046622,Mayor of the Town,1954,Comedy
tt0046623,Medic,1954,Drama
tt0046624,Meet Corliss Archer,1954,Comedy
tt0046625,The Mickey Rooney Show,1954,Comedy
tt0046626,Modern Romances,1954,\N
tt0046627,"Good Morning! with Will Rogers, Jr.",1954,"Comedy,Family,Music"
tt0046628,Mr. District Attorney,1954,Drama
tt0046629,The New Adventures of China Smith,1954,"Action,Adventure,Drama"
tt0046630,Night Editor,1954,"Drama,Family"
tt0046631,On the Boardwalk with Paul Whiteman,1954,Music
tt0046632,One Minute Please,1954,"Family,Game-Show"
tt0046633,Open Hearing,1954,Talk-Show
tt0046634,Passport to Danger,1954,Adventure
tt0046635,People Are Funny,1954,"Comedy,Family,Game-Show"
tt0046636,The Pinky Lee Show,1950,"Comedy,Family,Music"
tt0046637,Producers' Showcase,1954,"Comedy,Drama,Family"
tt0046638,Public Defender,1954,"Crime,Drama"
tt0046639,"Rocky Jones, Space Ranger",1954,"Family,Sci-Fi"
tt0046640,Running Wild,1954,Comedy
tt0046641,The Secret Storm,1954,"Drama,Romance"
tt0046642,Sherlock Holmes,1954,"Crime,Drama,Mystery"
tt0046643,Shower of Stars,1954,"Adventure,Drama,Family"
tt0046644,The Sky's the Limit,1954,"Family,Game-Show"
tt0046645,Stage 7,1955,Drama
tt0046646,Stage Show,1954,"Comedy,Music"
tt0046647,Stories of the Century,1954,Western
tt0046648,Studio 57,1954,"Drama,Family"
tt0046649,Summer Holiday,1954,Music
tt0046650,Summer Playhouse,1954,\N
tt0046651,That's My Boy,1954,Comedy
tt0046652,The Tonight Show,1953,"Comedy,Music,Talk-Show"
tt0046654,The Tony Martin Show,1954,Music
tt0046655,U.S. Highway 1954,1954,\N
tt0046656,The Vaughn Monroe Show,1955,Music
tt0046657,Viceroy Star Theatre,1954,Drama
tt0046658,Victory at Sea,1952,"Action,Documentary,War"
tt0046659,The Vise,1954,"Crime,Drama,Thriller"
tt0046660,Waterfront,1954,"Adventure,Crime"
tt0046661,What Do You Have in Common?,1954,Game-Show
tt0046662,What's Going on?,1954,"Family,Game-Show"
tt0046663,What's in a Word,1954,"Family,Game-Show"
tt0046664,Who's the Boss?,1954,"Family,Game-Show"
tt0046665,Willy,1954,Drama
tt0046666,Woman with a Past,1954,"Drama,Mystery"
tt0046667,The World of Mr. Sweeney,1954,Comedy
tt0046668,Your Play Time,1954,Drama
tt0047701,"The $64, 000 Question",1955,"Family,Game-Show"
tt0047702,The 20th Century-Fox Hour,1955,Drama
tt0047703,The Adventures of Champion,1955,"Adventure,Western"
tt0047704,Adventures of the Falcon,1954,Adventure
tt0047705,The Adventures of Long John Silver,1955,"Adventure,Family"
tt0047706,The Adventures of Robin Hood,1955,"Action,Adventure,Family"
tt0047707,The Alcoa Hour,1955,Drama
tt0047708,Alfred Hitchcock Presents,1955,"Comedy,Crime,Drama"
tt0047709,The Amazing Dunninger,1955,Family
tt0047710,America's Greatest Bands,1955,Music
tt0047711,And Here's the Show,1955,Comedy
tt0047712,Andy's Gang,1955,"Comedy,Family"
tt0047713,Appointment with Adventure,1955,"Adventure,Drama"
tt0047714,The Linkletter Show,1952,Family
tt0047715,The Big Surprise,1955,Game-Show
tt0047716,Brave Eagle,1955,Western
tt0047717,Captain Gallant of the Foreign Legion,1955,Adventure
tt0047718,Captain Kangaroo,1955,Family
tt0047719,Casablanca,1955,Drama
tt0047720,Cheyenne,1955,Western
tt0047722,Conrad Nagel Theater,1955,Drama
tt0047723,The Count of Monte Cristo,1956,"Adventure,Family"
tt0047724,Crossroads,1955,Drama
tt0047725,Crunch and Des,1955,Comedy
tt0047726,Crusader,1955,Drama
tt0047727,Damon Runyon Theater,1955,"Comedy,Drama"
tt0047728,Dixon of Dock Green,1955,"Crime,Drama"
tt0047729,Do It Yourself,1955,Comedy
tt0047730,The Eddie Cantor Comedy Theater,1955,Comedy
tt0047731,Ford Star Jubilee,1955,"Comedy,Drama,Music"
tt0047732,Front Row Center,1955,"Biography,Drama,Romance"
tt0047733,Frontier,1955,Western
tt0047734,Fury,1955,"Family,Western"
tt0047735,The Great Gildersleeve,1954,Comedy
tt0047736,Gunsmoke,1955,Western
tt0047737,The Henny and Rocky Show,1955,Comedy
tt0047738,The Star and the Story,1955,Drama
tt0047739,Highway Patrol,1955,"Action,Crime,Drama"
tt0047740,Hollywood Today,1955,Talk-Show
tt0047741,Hollywood Preview,1955,Drama
tt0047742,Homer Bell,1955,\N
tt0047743,It's Always Jan,1955,Comedy
tt0047744,Jan Murray Time,1955,\N
tt0047745,Jane Wyman Presents the Fireside Theatre,1955,Drama
tt0047746,The Johnny Carson Show,1953,"Comedy,Music"
tt0047747,Jungle Jim,1955,"Action,Adventure,Crime"
tt0047748,Kings Row,1955,Drama
tt0047749,The Lawrence Welk Show,1955,"Family,Music"
tt0047750,The Life and Legend of Wyatt Earp,1955,Western
tt0047751,The Lone Wolf,1954,Adventure
tt0047752,The Bob Cummings Show,1955,Comedy
tt0047753,MGM Parade,1955,Documentary
tt0047754,Make the Connection,1955,"Family,Game-Show"
tt0047755,The Martha Raye Show,1954,Comedy
tt0047756,Matinee Theatre,1955,"Drama,Horror,Mystery"
tt0047757,The Mickey Mouse Club,1955,"Comedy,Drama,Family"
tt0047758,The Millionaire,1955,Drama
tt0047759,Music 55,1955,"Documentary,Music"
tt0047760,Musical Chairs,1954,"Family,Game-Show"
tt0047761,Norby,1955,Comedy
tt0047762,The People's Choice,1955,Comedy
tt0047763,The Phil Silvers Show,1955,"Comedy,Family"
tt0047764,Playwrights '56,1955,"Comedy,Drama"
tt0047765,Professional Father,1955,Comedy
tt0047767,Science Fiction Theatre,1955,"Adventure,Drama,Sci-Fi"
tt0047768,Screen Directors Playhouse,1955,"Comedy,Drama,Romance"
tt0047769,The Search for Beauty,1955,\N
tt0047770,"Secret File, U.S.A.",1955,Thriller
tt0047771,Sheena: Queen of the Jungle,1955,Adventure
tt0047772,So This Is Hollywood,1955,Comedy
tt0047773,Soldiers of Fortune,1955,Adventure
tt0047774,The Soldiers,1955,Comedy
tt0047775,The Adventures of Spin and Marty,1955,"Adventure,Family,Western"
tt0047776,Star Stage,1955,Drama
tt0047777,"Steve Donovan, Western Marshal",1955,Western
tt0047779,The Swift Show Wagon with Horace Heidt and the American Way,1955,Music
tt0047780,TV Reader's Digest,1955,Drama
tt0047781,Tales of the Texas Rangers,1955,"Family,Western"
tt0047782,This Is Your Music,1955,Music
tt0047783,Those Whiting Girls,1955,Comedy
tt0047784,Top Secret,1954,\N
tt0047785,Wanted,1955,"Crime,Drama"
tt0047786,Warner Brothers Presents,1955,Drama
tt0047787,Your Play Time,1955,Drama
tt0048837,Adventure Theater,1956,"Adventure,Drama"
tt0048838,The Adventures of Dr. Fu Manchu,1956,"Crime,Mystery,Thriller"
tt0048839,The Adventures of Hiram Holliday,1956,Comedy
tt0048840,The Adventures of Jim Bowie,1956,"Adventure,Western"
tt0048841,The Adventures of Sir Lancelot,1956,"Adventure,Family"
tt0048842,Air Power,1956,"Documentary,War"
tt0048843,Air Time '57,1956,Music
tt0048844,Alias Mike Hercules,1956,"Crime,Drama,Film-Noir"
tt0048845,As the World Turns,1956,"Drama,Romance"
tt0048846,The Best in Mystery,1954,"Drama,Mystery"
tt0048847,Bold Journey,1956,Adventure
tt0048848,Broken Arrow,1956,Western
tt0048849,The Box Brothers,1956,Comedy
tt0048850,The Buccaneers,1956,"Adventure,Drama"
tt0048851,CBS Cartoon Theatre,1956,Animation
tt0048852,Can Do,1956,Family
tt0048853,The Charles Farrell Show,1956,Comedy
tt0048854,Choose Up Sides,1953,"Family,Game-Show"
tt0048855,Circus Boy,1956,"Adventure,Family,Western"
tt0048856,Combat Sergeant,1956,"Drama,War"
tt0048857,Who Do You Trust?,1956,Game-Show
tt0048858,Dr. Christian,1956,Drama
tt0048859,Dr. Hudson's Secret Journal,1955,Drama
tt0048860,The Edge of Night,1956,"Crime,Drama,Mystery"
tt0048861,Ethel Barrymore Theater,1956,Drama
tt0048862,The Gabby Hayes Show,1956,Western
tt0048863,The Gale Storm Show: Oh! Susanna,1956,Comedy
tt0048864,General Electric Summer Originals,1956,"Comedy,Drama,Musical"
tt0048865,The Gerald McBoing-Boing Show,1956,"Animation,Comedy,Family"
tt0048866,Giant Step,1956,Game-Show
tt0048867,The Gordon MacRae Show,1956,Music
tt0048868,"Hey, Jeannie!",1956,Comedy
tt0048869,High Finance,1956,Game-Show
tt0048870,Hollywood Summer Theatre,1956,\N
tt0048871,Huntingtower,1957,\N
tt0048872,I Spy,1955,Thriller
tt0048873,The Ina Ray Hutton Show,1956,Music
tt0048874,The Jack Drees Sports Show,1956,Sport
tt0048875,The James Mason Show,1956,\N
tt0048876,Joan and Leslie,1956,Comedy
tt0048877,Joe & Mabel,1956,Comedy
tt0048878,The Jonathan Winters Show,1956,\N
tt0048879,Judge Roy Bean,1955,Western
tt0048880,The Kaiser Aluminum Hour,1956,Drama
tt0048881,Life with the Lyons,1955,Comedy
tt0048882,Lilli Palmer Theatre,1955,Drama
tt0048884,Man Against Crime,1956,Drama
tt0048885,The Man Called X,1956,"Adventure,Drama,Mystery"
tt0048886,Man's Heritage,1956,\N
tt0048887,My Friend Flicka,1955,"Adventure,Western"
tt0048888,My Husband and I,1956,Comedy
tt0048889,The NBC Comedy Hour,1956,"Comedy,Musical"
tt0048890,Noah's Ark,1956,Drama
tt0048891,Of All Things,1956,Music
tt0048892,The Joseph Cotten Show: On Trial,1955,Crime
tt0048893,Playhouse 90,1956,"Comedy,Crime,Drama"
tt0048894,The Price Is Right,1956,"Family,Game-Show"
tt0048895,Queen for a Day,1956,"Game-Show,Reality-TV"
tt0048896,The Ray Anthony Show,1956,\N
tt0048897,The Russ Morgan Show,1956,\N
tt0048898,Stanley,1956,Comedy
tt0048899,The Steve Allen Plymouth Show,1951,Comedy
tt0048900,Strange Stories,1956,\N
tt0048901,Tales of the 77th Bengal Lancers,1956,Adventure
tt0048903,Telephone Time,1956,Drama
tt0048904,The Tennessee Ernie Ford Show,1956,"Comedy,Music"
tt0048905,This Is Show Business,1956,"Family,Game-Show"
tt0048906,The Three Musketeers,1956,\N
tt0048907,To Tell the Truth,1956,"Family,Game-Show"
tt0048908,The Tony Bennett Show,1956,Music
tt0048909,Twenty-One,1956,Game-Show
tt0048910,The Vic Damone Show,1956,Music
tt0048911,The Walter Winchell Show,1956,"Comedy,Music"
tt0048912,Washington Square,1956,"Comedy,Music"
tt0048913,West Point,1956,Drama
tt0048914,Wire Service,1956,Drama
tt0048915,You're on Your Own,1956,"Comedy,Family,Game-Show"
tt0048916,Zane Grey Theatre,1956,Western
tt0049991,26 Men,1957,Western
tt0049992,Alcoa Theatre,1957,Drama
tt0049993,American Bandstand,1952,"Music,Talk-Show"
tt0049994,The Andy Williams and June Valli Show,1957,Music
tt0049995,Assignment Foreign Legion,1956,Adventure
tt0049996,Bachelor Father,1957,"Comedy,Family"
tt0049997,The Big Moment,1957,Sport
tt0049998,The Big Record,1957,Music
tt0049999,Blondie,1957,"Comedy,Family"
tt0050000,Boots and Saddles,1956,Western
tt0050001,Bride and Groom,1951,\N
tt0050002,The Californians,1957,Western
tt0050003,Club 60,1957,Music
tt0050004,Club Oasis,1957,"Comedy,Music"
tt0050005,Code 3,1957,"Crime,Drama"
tt0050006,Colt .45,1957,Western
tt0050007,The Court of Last Resort,1957,"Crime,Drama"
tt0050008,Cowtown Rodeo,1957,Sport
tt0050009,Date with the Angels,1957,Comedy
tt0050010,Decoy,1957,"Crime,Drama"
tt0050011,Dick and the Duchess,1957,Comedy
tt0050012,The Dinah Shore Show,1951,"Comedy,Music"
tt0050013,The DuPont Show of the Month,1957,"Comedy,Drama,History"
tt0050014,The Eddie Fisher Show,1957,"Comedy,Music"
tt0050015,The Errol Flynn Theatre,1956,"Comedy,Drama,Mystery"
tt0050016,The Eve Arden Show,1957,Comedy
tt0050017,The Frank Sinatra Show,1957,"Drama,Music"
tt0050018,Further Adventures of Spin and Marty,1956,Western
tt0050019,The Galen Drake Show,1957,"Family,Music,Talk-Show"
tt0050020,The George Sanders Mystery Theater,1957,Mystery
tt0050021,The Gray Ghost,1957,"Adventure,War,Western"
tt0050022,The Gumby Show,1956,"Adventure,Animation,Comedy"
tt0050023,Harbor Command,1957,Action
tt0050024,Harbormaster,1957,Adventure
tt0050025,Have Gun - Will Travel,1957,Western
tt0050026,Hawkeye and the Last of the Mohicans,1957,"Adventure,Western"
tt0050027,The Helen O'Connell Show,1956,\N
tt0050028,Hold That Note,1957,"Game-Show,Music"
tt0050029,Hotel Cosmopolitan,1957,\N
tt0050030,The Tonight Show Starring Jack Paar,1957,"Comedy,Family,Talk-Show"
tt0050032,Leave It to Beaver,1957,"Comedy,Family"
tt0050033,The Lucy-Desi Comedy Hour,1957,"Comedy,Family"
tt0050034,Lux Playhouse,1958,"Comedy,Drama,Romance"
tt0050035,M Squad,1957,"Crime,Drama,Thriller"
tt0050036,The Marge and Gower Champion Show,1957,Comedy
tt0050037,Maverick,1957,"Comedy,Western"
tt0050038,The Adventures of McGraw,1957,"Crime,Drama"
tt0050039,Mike Hammer,1958,"Action,Crime,Drama"
tt0050041,The Most Likely Girl,1957,Comedy
tt0050042,Mr. Adams and Eve,1957,Comedy
tt0050043,The New Adventures of Charlie Chan,1957,Mystery
tt0050044,The New Adventures of Martin Kane,1957,Drama
tt0050045,The O. Henry Playhouse,1957,"Drama,Western"
tt0050046,O.S.S.,1957,"Drama,War"
tt0050047,Official Detective,1957,"Adventure,Mystery"
tt0050048,Open Hearing,1957,\N
tt0050049,Panic!,1957,Thriller
tt0050050,The Pat Boone-Chevy Showroom,1957,Music
tt0050051,Perry Mason,1957,"Crime,Drama,Mystery"
tt0050052,The Polly Bergen Show,1957,Music
tt0050053,The Real McCoys,1957,"Comedy,Family"
tt0050054,Rendezvous,1957,Drama
tt0050055,The Restless Gun,1957,Western
tt0050056,"Richard Diamond, Private Detective",1957,"Action,Crime,Drama"
tt0050057,The Ruff & Reddy Show,1957,"Animation,Comedy,Family"
tt0050058,Sailor of Fortune,1955,"Adventure,Drama"
tt0050059,Sally,1957,Comedy
tt0050060,The Seven Lively Arts,1957,Music
tt0050061,The Silent Service,1957,"Action,War"
tt0050062,State Trooper,1956,Drama
tt0050063,Sugarfoot,1957,Western
tt0050064,Suspicion,1957,"Crime,Drama,Mystery"
tt0050065,Sword of Freedom,1957,"Adventure,Family"
tt0050066,Tales of Wells Fargo,1957,Western
tt0050067,The Thin Man,1957,"Comedy,Mystery"
tt0050068,Tic Tac Dough,1956,"Family,Game-Show"
tt0050069,Tombstone Territory,1957,Western
tt0050070,America After Dark,1957,"News,Talk-Show"
tt0050071,Trackdown,1957,Western
tt0050072,The Twentieth Century,1957,"Documentary,History"
tt0050073,Wagon Train,1957,Western
tt0050074,The Walter Winchell File,1957,"Crime,Drama"
tt0050075,The Web,1957,Drama
tt0050076,What's It For,1957,"Family,Game-Show"
tt0050077,Whirlybirds,1957,Adventure
tt0050078,The Xavier Cugat Show,1957,Music
tt0050079,Zorro,1957,"Action,Adventure,Comedy"
tt0051180,War in the Air,1954,Documentary
tt0051247,77 Sunset Strip,1958,"Action,Crime,Drama"
tt0051248,Accused,1958,Drama
tt0051249,The Adventures of Tugboat Annie,1957,"Adventure,Comedy"
tt0051250,Adventures of the Sea Hawk,1958,Action
tt0051251,The Ann Sothern Show,1958,Comedy
tt0051252,Anybody Can Play,1958,Game-Show
tt0051253,Behind Closed Doors,1958,Drama
tt0051254,The Betty White Show,1958,"Comedy,Music"
tt0051255,Bid 'n' Buy,1958,Game-Show
tt0051256,The Big Game,1958,"Family,Game-Show"
tt0051257,Blue Peter,1958,Family
tt0051258,The Bob Crosby Show,1958,"Comedy,Music"
tt0051260,Brains & Brawn,1958,"Family,Game-Show"
tt0051261,Bronco,1958,Western
tt0051262,Buckskin,1958,Western
tt0051263,Casey Jones,1957,"Adventure,Western"
tt0051264,The Chevy Showroom Starring Andy Williams,1958,Music
tt0051265,A Christmas Night with the Stars,1958,"Comedy,Music"
tt0051266,Cimarron City,1958,Western
tt0051267,The Donna Reed Show,1958,"Comedy,Family"
tt0051268,Dough Re Mi,1960,Game-Show
tt0051269,E.S.P.,1958,Game-Show
tt0051270,The Ed Wynn Show,1958,Comedy
tt0051271,Educating Archie,1958,Comedy
tt0051272,From These Roots,1958,Drama
tt0051273,Frontier Doctor,1956,Western
tt0051274,Frontier Justice,1958,"Drama,Western"
tt0051275,The Further Adventures of Ellery Queen,1958,Drama
tt0051276,The Garry Moore Show,1958,"Comedy,Family"
tt0051277,The George Burns Show,1958,Comedy
tt0051278,The Gypsy Rose Lee Show,1965,Talk-Show
tt0051279,Haggis Baggis,1958,Game-Show
tt0051280,Haggis Baggis,1958,Game-Show
tt0051281,High Road to Danger,1958,Documentary
tt0051282,How to Marry a Millionaire,1957,"Comedy,Romance"
tt0051283,The Huckleberry Hound Show,1958,"Animation,Comedy,Family"
tt0051284,The Investigator,1958,Drama
tt0051285,The Invisible Man,1958,"Drama,Sci-Fi,Thriller"
tt0051286,Ivanhoe,1958,Adventure
tt0051287,Jefferson Drum,1958,Western
tt0051288,Keep Talking,1958,"Family,Game-Show"
tt0051289,Kitty Foyle,1958,Drama
tt0051290,Lawman,1958,Western
tt0051291,Love That Jill,1958,Comedy
tt0051292,Mackenzie's Raiders,1958,Western
tt0051293,Man with a Camera,1958,"Crime,Drama"
tt0051294,The March of Medicine,1958,Documentary
tt0051295,The Milton Berle Show,1958,"Comedy,Music"
tt0051296,Music Bingo,1958,"Family,Game-Show,Music"
tt0051297,Naked City,1958,"Crime,Drama,Thriller"
tt0051298,The New Adventures of Spin and Marty,1957,Western
tt0051299,Northwest Passage,1958,Adventure
tt0051300,Opening Night,1958,Drama
tt0051301,Peter Gunn,1958,"Action,Crime,Drama"
tt0051302,The Peter Lind Hayes Show,1958,Comedy
tt0051303,Play Your Hunch,1958,"Family,Game-Show"
tt0051304,Pursuit,1958,Drama
tt0051306,Ranch Party,1957,Music
tt0051307,Rescue 8,1958,"Action,Adventure,Crime"
tt0051308,The Rifleman,1958,"Family,Western"
tt0051309,The Rough Riders,1958,Western
tt0051310,The Scarlet Pimpernel,1955,"Adventure,Family"
tt0051311,Sea Hunt,1958,"Action,Adventure"
tt0051312,Shirley Temple's Storybook,1958,"Drama,Family,Fantasy"
tt0051313,Sid Caesar Invites You,1958,Comedy
tt0051314,Sing Along,1958,Music
tt0051315,Special Agent 7,1958,"Crime,Drama"
tt0051316,Stars of Jazz,1956,Music
tt0051317,Steve Canyon,1958,Adventure
tt0051318,The Steve Lawrence-Eydie Gorme Show,1958,"Comedy,Music"
tt0051319,Target,1958,"Drama,Horror,Mystery"
tt0051320,The Texan,1958,Western
tt0051321,This Is Alice,1958,Comedy
tt0051322,This Is Music,1951,"Family,Music"
tt0051323,Traffic Court,1957,Drama
tt0051324,U.S. Marshal,1958,"Crime,Drama,Western"
tt0051325,Union Pacific,1958,Western
tt0051326,The Verdict Is Yours,1958,Drama
tt0051327,Wanted: Dead or Alive,1958,Western
tt0051328,Westinghouse Desilu Playhouse,1958,Drama
tt0051329,Yancy Derringer,1958,"Action,Adventure,Western"
tt0051330,Young Dr. Malone,1958,Drama
tt0051331,Your Neighbor the World,1959,Documentary
tt0052439,21 Beacon Street,1959,Drama
tt0052440,Adventures in Paradise,1959,Adventure
tt0052441,The Alaskans,1959,Adventure
tt0052442,One Step Beyond,1959,"Drama,Fantasy,Horror"
tt0052444,The Andy Williams Show,1959,Music
tt0052445,Bat Masterson,1958,Western
tt0052446,Behind the News with Howard K. Smith,1959,News
tt0052447,The Bell Telephone Hour,1959,Music
tt0052448,The Betty Hutton Show,1959,Comedy
tt0052449,Black Saddle,1959,Western
tt0052450,Bold Venture,1959,Adventure
tt0052451,Bonanza,1959,Western
tt0052452,Border Patrol,1959,Adventure
tt0052453,Bourbon Street Beat,1959,"Crime,Drama"
tt0052454,Brenner,1959,"Crime,Drama"
tt0052455,Coronado 9,1960,Crime
tt0052456,The Chevy Show,1960,"Comedy,Music"
tt0052457,The D.A.'s Man,1959,Crime
tt0052458,The David Niven Show,1959,Drama
tt0052459,Deadline,1959,Drama
tt0052460,The Dennis O'Keefe Show,1959,Comedy
tt0052461,Dennis the Menace,1959,"Comedy,Family"
